,G,Date,Start (ET),Venue,Opponent,Tm,Opp,W,L,Streak,W/L,FG,FGA,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Season,Team
3284,31,2022-12-22,8:00p,Home,San Antonio Spurs,126,117,19,12,W 1,W,44,91,13,34,0.382,25,27,0.926,16,46,25,10,6,17,24,2023,New Orleans Pelicans
3285,32,2022-12-23,8:00p,Away,Oklahoma City Thunder,128,125,20,12,W 2,W,41,94,13,37,0.351,33,40,0.825,13,55,30,10,4,21,21,2023,New Orleans Pelicans
3286,33,2022-12-26,8:00p,Home,Indiana Pacers,113,93,21,12,W 3,W,41,90,12,40,0.3,19,24,0.792,16,54,30,10,6,14,19,2023,New Orleans Pelicans
3287,34,2022-12-28,8:00p,Home,Minnesota Timberwolves,119,118,22,12,W 4,W,39,81,11,23,0.478,30,43,0.698,9,43,22,6,4,13,24,2023,New Orleans Pelicans
3288,35,2022-12-30,8:30p,Home,Philadelphia 76ers,127,116,23,12,W 5,W,43,80,15,31,0.484,26,36,0.722,7,36,19,14,3,12,20,2023,New Orleans Pelicans
3289,36,2022-12-31,8:00p,Away,Memphis Grizzlies,101,116,23,13,L 1,L,32,91,8,30,0.267,29,36,0.806,15,46,16,6,4,19,21,2023,New Orleans Pelicans
3290,37,2023-01-02,7:00p,Away,Philadelphia 76ers,111,120,23,14,L 2,L,42,84,11,29,0.379,16,20,0.8,10,49,26,3,6,17,22,2023,New Orleans Pelicans
3291,38,2023-01-04,8:00p,Home,Houston Rockets,119,108,24,14,W 1,W,41,89,14,38,0.368,23,26,0.885,15,51,25,6,6,14,19,2023,New Orleans Pelicans
3292,39,2023-01-06,7:30p,Home,Brooklyn Nets,102,108,24,15,L 1,L,35,88,12,29,0.414,20,25,0.8,14,51,16,7,4,15,20,2023,New Orleans Pelicans
3293,40,2023-01-07,8:00p,Away,Dallas Mavericks,117,127,24,16,L 2,L,45,94,5,29,0.172,22,35,0.629,15,44,26,14,4,12,25,2023,New Orleans Pelicans
3294,41,2023-01-09,7:00p,Away,Washington Wizards,132,112,25,16,W 1,W,49,93,10,26,0.385,24,31,0.774,12,44,24,9,5,9,21,2023,New Orleans Pelicans
3295,42,2023-01-11,7:30p,Away,Boston Celtics,114,125,25,17,L 1,L,45,87,11,30,0.367,13,17,0.765,4,33,22,5,4,9,17,2023,New Orleans Pelicans
3296,43,2023-01-13,7:00p,Away,Detroit Pistons,116,110,26,17,W 1,W,42,86,11,31,0.355,21,30,0.7,8,48,29,7,3,16,21,2023,New Orleans Pelicans
3297,44,2023-01-16,3:00p,Away,Cleveland Cavaliers,103,113,26,18,L 1,L,38,75,10,27,0.37,17,22,0.773,3,28,26,9,1,17,23,2023,New Orleans Pelicans
3298,45,2023-01-18,8:00p,Home,Miami Heat,98,124,26,19,L 2,L,37,80,13,30,0.433,11,18,0.611,9,38,27,5,3,18,17,2023,New Orleans Pelicans
3299,46,2023-01-20,7:00p,Away,Orlando Magic,110,123,26,20,L 3,L,41,91,10,35,0.286,18,24,0.75,11,39,29,9,5,10,21,2023,New Orleans Pelicans
3300,47,2023-01-22,3:30p,Away,Miami Heat,96,100,26,21,L 4,L,37,78,8,30,0.267,14,18,0.778,8,41,24,17,4,24,22,2023,New Orleans Pelicans
3301,48,2023-01-24,8:00p,Home,Denver Nuggets,98,99,26,22,L 5,L,38,85,5,26,0.192,17,20,0.85,14,43,18,5,3,14,14,2023,New Orleans Pelicans
3302,49,2023-01-25,8:00p,Home,Minnesota Timberwolves,102,111,26,23,L 6,L,37,85,12,38,0.316,16,21,0.762,8,42,25,4,7,14,21,2023,New Orleans Pelicans
3303,50,2023-01-28,8:00p,Home,Washington Wizards,103,113,26,24,L 7,L,39,92,8,29,0.276,17,19,0.895,8,42,21,9,8,10,26,2023,New Orleans Pelicans
3304,51,2023-01-29,8:00p,Away,Milwaukee Bucks,110,135,26,25,L 8,L,41,93,13,34,0.382,15,21,0.714,8,38,25,7,3,12,20,2023,New Orleans Pelicans
3305,52,2023-01-31,10:00p,Away,Denver Nuggets,113,122,26,26,L 9,L,42,85,8,27,0.296,21,25,0.84,8,36,28,13,2,15,24,2023,New Orleans Pelicans
3306,53,2023-02-02,8:30p,Away,Dallas Mavericks,106,111,26,27,L 10,L,42,84,5,20,0.25,17,21,0.81,12,50,27,6,5,17,26,2023,New Orleans Pelicans
3307,54,2023-02-04,6:00p,Home,Los Angeles Lakers,131,126,27,27,W 1,W,52,100,9,30,0.3,18,20,0.9,14,48,28,6,0,10,22,2023,New Orleans Pelicans
3308,55,2023-02-05,7:00p,Home,Sacramento Kings,136,104,28,27,W 2,W,48,85,14,26,0.538,26,34,0.765,12,48,26,11,3,10,23,2023,New Orleans Pelicans
3309,56,2023-02-07,7:30p,Home,Atlanta Hawks,116,107,29,27,W 3,W,45,91,12,32,0.375,14,21,0.667,13,47,28,8,2,9,19,2023,New Orleans Pelicans
3310,57,2023-02-10,10:00p,Home,Cleveland Cavaliers,107,118,29,28,L 1,L,39,82,9,24,0.375,20,25,0.8,11,34,25,8,3,14,18,2023,New Orleans Pelicans
3311,58,2023-02-13,8:00p,Away,Oklahoma City Thunder,103,100,30,28,W 1,W,39,74,9,30,0.3,16,18,0.889,4,33,19,13,8,18,21,2023,New Orleans Pelicans
3312,59,2023-02-15,10:00p,Away,Los Angeles Lakers,102,120,30,29,L 1,L,39,89,7,25,0.28,17,24,0.708,13,50,24,5,3,15,28,2023,New Orleans Pelicans
3313,60,2023-02-23,7:30p,Away,Toronto Raptors,110,115,30,30,L 2,L,39,84,13,30,0.433,19,25,0.76,6,43,23,6,2,13,19,2023,New Orleans Pelicans
3314,61,2023-02-25,7:30p,Away,New York Knicks,106,128,30,31,L 3,L,40,102,8,38,0.211,18,21,0.857,13,39,25,11,0,7,15,2023,New Orleans Pelicans
3315,62,2023-02-27,8:00p,Home,Orlando Magic,93,101,30,32,L 4,L,34,76,6,27,0.222,19,23,0.826,9,38,23,9,2,17,26,2023,New Orleans Pelicans
3316,63,2023-03-01,10:00p,Away,Portland Trail Blazers,121,110,31,32,W 1,W,46,89,9,25,0.36,20,23,0.87,11,41,23,9,4,6,20,2023,New Orleans Pelicans
3317,64,2023-03-03,10:00p,Away,Golden State Warriors,99,108,31,33,L 1,L,34,77,10,29,0.345,21,27,0.778,7,29,20,9,4,13,22,2023,New Orleans Pelicans
3318,65,2023-03-06,10:00p,Away,Sacramento Kings,108,123,31,34,L 2,L,43,80,11,29,0.379,11,14,0.786,7,40,29,6,4,16,19,2023,New Orleans Pelicans
3319,66,2023-03-08,7:30p,Home,Dallas Mavericks,113,106,32,34,W 1,W,42,83,13,27,0.481,16,18,0.889,9,49,32,4,6,15,19,2023,New Orleans Pelicans
3320,67,2023-03-11,8:30p,Home,Oklahoma City Thunder,96,110,32,35,L 1,L,34,81,12,34,0.353,16,19,0.842,8,43,23,3,4,22,25,2023,New Orleans Pelicans
3321,68,2023-03-12,7:00p,Home,Portland Trail Blazers,127,110,33,35,W 1,W,43,86,19,40,0.475,22,29,0.759,8,43,35,11,7,15,19,2023,New Orleans Pelicans
3322,69,2023-03-14,8:00p,Home,Los Angeles Lakers,108,123,33,36,L 1,L,42,98,11,43,0.256,13,20,0.65,15,41,23,9,3,12,24,2023,New Orleans Pelicans
3323,70,2023-03-17,8:00p,Away,Houston Rockets,112,114,33,37,L 2,L,39,82,12,28,0.429,22,25,0.88,8,35,22,8,5,9,17,2023,New Orleans Pelicans
3324,71,2023-03-19,7:00p,Away,Houston Rockets,117,107,34,37,W 1,W,42,85,13,31,0.419,20,24,0.833,10,39,28,7,4,10,23,2023,New Orleans Pelicans
3325,72,2023-03-21,8:00p,Home,San Antonio Spurs,119,84,35,37,W 2,W,45,81,10,24,0.417,19,23,0.826,5,49,31,8,2,16,19,2023,New Orleans Pelicans
3326,73,2023-03-23,8:00p,Home,Charlotte Hornets,115,96,36,37,W 3,W,45,98,11,34,0.324,14,15,0.933,11,52,26,11,0,11,14,2023,New Orleans Pelicans
3327,74,2023-03-25,10:30p,Away,Los Angeles Clippers,131,110,37,37,W 4,W,51,96,21,34,0.618,8,9,0.889,12,45,36,11,3,15,21,2023,New Orleans Pelicans
3328,75,2023-03-27,10:00p,Away,Portland Trail Blazers,124,90,38,37,W 5,W,49,86,12,28,0.429,14,17,0.824,8,53,31,5,6,16,16,2023,New Orleans Pelicans
3329,76,2023-03-28,10:00p,Away,Golden State Warriors,109,120,38,38,L 1,L,42,90,12,27,0.444,13,14,0.929,11,41,30,6,4,17,18,2023,New Orleans Pelicans
3330,77,2023-03-30,10:00p,Away,Denver Nuggets,107,88,39,38,W 1,W,38,80,13,27,0.481,18,22,0.818,8,46,22,6,1,10,24,2023,New Orleans Pelicans
3331,78,2023-04-01,8:30p,Home,Los Angeles Clippers,122,114,40,38,W 2,W,42,86,7,17,0.412,31,35,0.886,14,40,21,6,5,7,15,2023,New Orleans Pelicans
3332,79,2023-04-04,8:00p,Home,Sacramento Kings,103,121,40,39,L 1,L,37,84,7,20,0.35,22,27,0.815,9,37,20,6,4,13,14,2023,New Orleans Pelicans
3333,80,2023-04-05,8:00p,Home,Memphis Grizzlies,138,131,41,39,W 1,W,44,88,21,39,0.538,29,39,0.744,8,44,35,9,8,16,22,2023,New Orleans Pelicans
3334,81,2023-04-07,8:00p,Home,New York Knicks,113,105,42,39,W 2,W,42,79,10,28,0.357,19,20,0.95,4,43,27,4,7,12,17,2023,New Orleans Pelicans
3335,82,2023-04-09,3:30p,Away,Minnesota Timberwolves,108,113,42,40,L 1,L,40,90,3,21,0.143,25,29,0.862,11,49,18,13,3,15,24,2023,New Orleans Pelicans
3336,1,2022-10-19,8:00p,Away,Minnesota Timberwolves,108,115,0,1,L 1,L,38,99,14,45,0.311,18,22,0.818,16,57,22,6,6,13,26,2023,Oklahoma City Thunder
3337,2,2022-10-22,9:00p,Away,Denver Nuggets,117,122,0,2,L 2,L,42,94,15,38,0.395,18,23,0.783,10,47,29,10,5,12,27,2023,Oklahoma City Thunder
3338,3,2022-10-23,8:00p,Home,Minnesota Timberwolves,106,116,0,3,L 3,L,41,94,9,41,0.22,15,21,0.714,11,42,24,7,4,11,15,2023,Oklahoma City Thunder
3339,4,2022-10-25,8:00p,Home,Los Angeles Clippers,108,94,1,3,W 1,W,42,110,4,30,0.133,20,25,0.8,21,60,19,12,8,5,13,2023,Oklahoma City Thunder
3340,5,2022-10-27,8:00p,Home,Los Angeles Clippers,118,110,2,3,W 2,W,47,95,17,38,0.447,7,8,0.875,13,36,27,10,4,11,21,2023,Oklahoma City Thunder
3341,6,2022-10-29,9:00p,Away,Dallas Mavericks,117,111,3,3,W 3,W,44,89,5,25,0.2,24,31,0.774,9,47,25,9,6,15,29,2023,Oklahoma City Thunder
3342,7,2022-11-01,8:00p,Home,Orlando Magic,116,108,4,3,W 4,W,45,95,10,34,0.294,16,20,0.8,8,36,28,13,9,15,17,2023,Oklahoma City Thunder
3343,8,2022-11-03,8:00p,Home,Denver Nuggets,110,122,4,4,L 1,L,45,93,6,29,0.207,14,19,0.737,10,40,19,9,5,10,19,2023,Oklahoma City Thunder
3344,9,2022-11-05,8:00p,Away,Milwaukee Bucks,94,108,4,5,L 2,L,36,84,12,35,0.343,10,16,0.625,9,38,22,6,3,15,18,2023,Oklahoma City Thunder
3345,10,2022-11-07,7:30p,Away,Detroit Pistons,103,112,4,6,L 3,L,41,102,10,33,0.303,11,17,0.647,16,46,23,9,11,10,26,2023,Oklahoma City Thunder
3346,11,2022-11-09,8:00p,Home,Milwaukee Bucks,132,136,4,7,L 4,L,50,111,18,45,0.4,14,19,0.737,16,55,24,9,9,13,26,2023,Oklahoma City Thunder
3347,12,2022-11-11,8:00p,Home,Toronto Raptors,132,113,5,7,W 1,W,52,93,15,36,0.417,13,17,0.765,15,44,31,10,6,19,27,2023,Oklahoma City Thunder
3348,13,2022-11-13,12:00p,Away,New York Knicks,145,135,6,7,W 2,W,55,88,17,31,0.548,18,20,0.9,4,38,31,9,5,19,27,2023,Oklahoma City Thunder
3349,14,2022-11-14,7:30p,Away,Boston Celtics,122,126,6,8,L 1,L,47,98,11,30,0.367,17,21,0.81,10,51,21,4,6,19,21,2023,Oklahoma City Thunder
3350,15,2022-11-16,7:00p,Away,Washington Wizards,121,120,7,8,W 1,W,44,81,16,31,0.516,17,26,0.654,9,37,24,4,7,15,22,2023,Oklahoma City Thunder
3351,16,2022-11-18,8:00p,Away,Memphis Grizzlies,110,121,7,9,L 1,L,45,96,11,34,0.324,9,11,0.818,8,43,34,5,9,10,28,2023,Oklahoma City Thunder
3352,17,2022-11-21,8:00p,Home,New York Knicks,119,129,7,10,L 2,L,43,88,8,24,0.333,25,32,0.781,11,38,25,5,5,14,18,2023,Oklahoma City Thunder
3353,18,2022-11-23,8:00p,Home,Denver Nuggets,126,131,7,11,L 3,L,42,97,18,40,0.45,24,28,0.857,12,39,26,6,7,9,27,2023,Oklahoma City Thunder
3354,19,2022-11-25,8:00p,Home,Chicago Bulls,123,119,8,11,W 1,W,44,95,7,29,0.241,28,32,0.875,10,50,24,7,5,13,21,2023,Oklahoma City Thunder
3355,20,2022-11-26,8:00p,Away,Houston Rockets,105,118,8,12,L 1,L,38,97,10,44,0.227,19,23,0.826,16,41,19,12,3,15,15,2023,Oklahoma City Thunder
3356,21,2022-11-28,8:00p,Away,New Orleans Pelicans,101,105,8,13,L 2,L,34,92,12,38,0.316,21,23,0.913,18,47,16,11,4,19,22,2023,Oklahoma City Thunder
3357,22,2022-11-30,8:00p,Home,San Antonio Spurs,119,111,9,13,W 1,W,48,94,9,27,0.333,14,21,0.667,15,52,17,4,4,11,20,2023,Oklahoma City Thunder
3358,23,2022-12-03,8:00p,Away,Minnesota Timberwolves,135,128,10,13,W 2,W,48,93,11,26,0.423,28,35,0.8,13,42,26,11,5,21,18,2023,Oklahoma City Thunder
3359,24,2022-12-05,7:30p,Away,Atlanta Hawks,121,114,11,13,W 3,W,43,95,12,34,0.353,23,24,0.958,14,49,25,8,4,16,19,2023,Oklahoma City Thunder
3360,25,2022-12-07,8:00p,Away,Memphis Grizzlies,102,123,11,14,L 1,L,34,92,14,38,0.368,20,23,0.87,14,48,25,9,3,18,16,2023,Oklahoma City Thunder
3361,26,2022-12-10,7:30p,Away,Cleveland Cavaliers,102,110,11,15,L 2,L,38,83,10,29,0.345,16,20,0.8,7,40,25,8,6,10,26,2023,Oklahoma City Thunder
3362,27,2022-12-12,8:30p,Away,Dallas Mavericks,114,121,11,16,L 3,L,42,88,10,31,0.323,20,21,0.952,10,42,21,4,1,13,22,2023,Oklahoma City Thunder
3363,28,2022-12-14,8:00p,Home,Miami Heat,108,110,11,17,L 4,L,41,82,9,24,0.375,17,23,0.739,7,44,26,7,4,14,16,2023,Oklahoma City Thunder
3364,29,2022-12-16,8:00p,Home,Minnesota Timberwolves,110,112,11,18,L 5,L,41,88,11,37,0.297,17,21,0.81,9,45,29,7,4,22,21,2023,Oklahoma City Thunder
3365,30,2022-12-17,8:00p,Home,Memphis Grizzlies,115,109,12,18,W 1,W,38,92,19,45,0.422,20,31,0.645,9,53,29,7,0,9,25,2023,Oklahoma City Thunder
3366,31,2022-12-19,8:00p,Home,Portland Trail Blazers,123,121,13,18,W 2,W,40,88,11,31,0.355,32,37,0.865,11,39,20,7,5,10,21,2023,Oklahoma City Thunder
3367,32,2022-12-21,8:00p,Home,Portland Trail Blazers,101,98,14,18,W 3,W,36,77,8,24,0.333,21,25,0.84,9,37,19,9,3,18,16,2023,Oklahoma City Thunder
3368,33,2022-12-23,8:00p,Home,New Orleans Pelicans,125,128,14,19,L 1,L,47,102,13,35,0.371,18,25,0.72,10,47,27,9,5,18,26,2023,Oklahoma City Thunder
3369,34,2022-12-27,8:00p,Home,San Antonio Spurs,130,114,15,19,W 1,W,46,86,13,24,0.542,25,31,0.806,13,45,25,10,10,12,18,2023,Oklahoma City Thunder
3370,35,2022-12-29,7:00p,Away,Charlotte Hornets,113,121,15,20,L 1,L,42,99,11,36,0.306,18,21,0.857,11,41,15,9,1,12,27,2023,Oklahoma City Thunder
3371,36,2022-12-31,8:00p,Home,Philadelphia 76ers,96,115,15,21,L 2,L,35,92,12,36,0.333,14,22,0.636,15,50,16,7,6,16,21,2023,Oklahoma City Thunder
3372,37,2023-01-03,8:00p,Home,Boston Celtics,150,117,16,21,W 1,W,58,98,20,40,0.5,14,22,0.636,9,44,31,14,3,13,23,2023,Oklahoma City Thunder
3373,38,2023-01-04,7:00p,Away,Orlando Magic,115,126,16,22,L 1,L,36,89,15,37,0.405,28,31,0.903,9,33,23,9,3,9,23,2023,Oklahoma City Thunder
3374,39,2023-01-06,8:00p,Home,Washington Wizards,127,110,17,22,W 1,W,50,98,17,37,0.459,10,14,0.714,11,41,30,9,6,9,26,2023,Oklahoma City Thunder
3375,40,2023-01-08,7:00p,Home,Dallas Mavericks,120,109,18,22,W 2,W,46,95,12,28,0.429,16,20,0.8,13,48,27,5,8,8,26,2023,Oklahoma City Thunder
3376,41,2023-01-10,7:30p,Away,Miami Heat,111,112,18,23,L 1,L,44,91,9,35,0.257,14,21,0.667,14,44,27,8,3,18,27,2023,Oklahoma City Thunder
3377,42,2023-01-12,7:00p,Away,Philadelphia 76ers,133,114,19,23,W 1,W,44,86,14,33,0.424,31,33,0.939,5,39,28,7,6,11,22,2023,Oklahoma City Thunder
3378,43,2023-01-13,8:00p,Away,Chicago Bulls,124,110,20,23,W 2,W,47,92,11,33,0.333,19,22,0.864,12,46,22,12,6,10,19,2023,Oklahoma City Thunder
3379,44,2023-01-15,6:00p,Away,Brooklyn Nets,112,102,21,23,W 3,W,40,90,12,31,0.387,20,26,0.769,11,50,21,5,7,8,14,2023,Oklahoma City Thunder
3380,45,2023-01-18,8:00p,Home,Indiana Pacers,126,106,22,23,W 4,W,47,93,16,38,0.421,16,21,0.762,13,42,41,12,7,17,25,2023,Oklahoma City Thunder
3381,46,2023-01-20,10:00p,Away,Sacramento Kings,113,118,22,24,L 1,L,45,93,16,40,0.4,7,11,0.636,8,36,21,4,1,9,20,2023,Oklahoma City Thunder
3382,47,2023-01-22,8:00p,Away,Denver Nuggets,101,99,23,24,W 1,W,40,89,7,26,0.269,14,16,0.875,14,50,21,4,5,8,24,2023,Oklahoma City Thunder
3383,48,2023-01-25,8:00p,Home,Atlanta Hawks,132,137,23,25,L 1,L,53,102,15,34,0.441,11,16,0.688,12,37,31,12,2,11,23,2023,Oklahoma City Thunder
3384,49,2023-01-27,8:00p,Home,Cleveland Cavaliers,112,100,24,25,W 1,W,40,76,10,18,0.556,22,25,0.88,10,46,19,5,2,14,17,2023,Oklahoma City Thunder
3385,50,2023-01-30,8:00p,Home,Golden State Warriors,120,128,24,26,L 1,L,46,93,11,24,0.458,17,20,0.85,8,43,23,10,4,16,18,2023,Oklahoma City Thunder
3386,51,2023-02-01,8:00p,Away,Houston Rockets,106,112,24,27,L 2,L,38,103,12,43,0.279,18,22,0.818,24,52,22,11,6,10,23,2023,Oklahoma City Thunder
3387,52,2023-02-04,8:00p,Home,Houston Rockets,153,121,25,27,W 1,W,56,97,21,46,0.457,20,23,0.87,9,42,39,11,6,8,19,2023,Oklahoma City Thunder
3388,53,2023-02-06,10:00p,Away,Golden State Warriors,114,141,25,28,L 1,L,44,91,11,32,0.344,15,21,0.714,7,36,21,8,3,11,10,2023,Oklahoma City Thunder
3389,54,2023-02-07,10:00p,Away,Los Angeles Lakers,133,130,26,28,W 1,W,49,94,17,34,0.5,18,20,0.9,7,37,32,12,2,12,18,2023,Oklahoma City Thunder
3390,55,2023-02-10,10:00p,Away,Portland Trail Blazers,138,129,27,28,W 2,W,47,83,12,24,0.5,32,35,0.914,10,29,29,9,3,10,26,2023,Oklahoma City Thunder
3391,56,2023-02-13,8:00p,Home,New Orleans Pelicans,100,103,27,29,L 1,L,38,90,9,33,0.273,15,18,0.833,14,43,20,8,3,16,17,2023,Oklahoma City Thunder
3392,57,2023-02-15,8:00p,Home,Houston Rockets,133,96,28,29,W 1,W,42,87,9,34,0.265,40,47,0.851,10,49,21,8,4,10,21,2023,Oklahoma City Thunder
3393,58,2023-02-23,9:00p,Away,Utah Jazz,119,120,28,30,L 1,L,45,112,8,37,0.216,21,27,0.778,20,54,23,8,3,10,23,2023,Oklahoma City Thunder
3394,59,2023-02-24,10:00p,Away,Phoenix Suns,115,124,28,31,L 2,L,41,95,15,38,0.395,18,24,0.75,14,47,27,5,2,9,21,2023,Oklahoma City Thunder
3395,60,2023-02-26,7:00p,Home,Sacramento Kings,115,124,28,32,L 3,L,41,86,16,40,0.4,17,23,0.739,9,37,24,10,0,14,19,2023,Oklahoma City Thunder
3396,61,2023-02-28,8:00p,Home,Sacramento Kings,117,123,28,33,L 4,L,43,98,11,35,0.314,20,24,0.833,12,42,28,9,1,10,23,2023,Oklahoma City Thunder
3397,62,2023-03-01,8:00p,Home,Los Angeles Lakers,117,123,28,34,L 5,L,44,91,11,40,0.275,18,24,0.75,12,42,29,8,4,11,27,2023,Oklahoma City Thunder
3398,63,2023-03-03,8:00p,Home,Utah Jazz,130,103,29,34,W 1,W,52,104,17,43,0.395,9,14,0.643,11,40,31,12,5,7,22,2023,Oklahoma City Thunder
3399,64,2023-03-05,7:00p,Home,Utah Jazz,129,119,30,34,W 2,W,44,87,14,37,0.378,27,33,0.818,11,42,24,9,4,12,20,2023,Oklahoma City Thunder
3400,65,2023-03-07,8:00p,Home,Golden State Warriors,137,128,31,34,W 3,W,50,94,17,37,0.459,20,24,0.833,13,44,28,10,2,15,17,2023,Oklahoma City Thunder
3401,66,2023-03-08,9:00p,Away,Phoenix Suns,101,132,31,35,L 1,L,33,88,15,43,0.349,20,21,0.952,7,37,23,9,2,16,13,2023,Oklahoma City Thunder
3402,67,2023-03-11,8:30p,Away,New Orleans Pelicans,110,96,32,35,W 1,W,37,80,9,28,0.321,27,32,0.844,4,38,17,11,2,11,17,2023,Oklahoma City Thunder
3403,68,2023-03-12,7:00p,Away,San Antonio Spurs,102,90,33,35,W 2,W,36,95,10,39,0.256,20,23,0.87,12,55,26,8,3,9,19,2023,Oklahoma City Thunder
3404,69,2023-03-14,8:00p,Home,Brooklyn Nets,121,107,34,35,W 3,W,45,99,11,33,0.333,20,23,0.87,14,51,22,9,0,9,25,2023,Oklahoma City Thunder
3405,70,2023-03-16,7:30p,Away,Toronto Raptors,111,128,34,36,L 1,L,40,94,13,31,0.419,18,20,0.9,11,39,18,5,4,13,17,2023,Oklahoma City Thunder
3406,71,2023-03-19,3:30p,Home,Phoenix Suns,124,120,35,36,W 1,W,42,84,11,28,0.393,29,36,0.806,6,44,20,8,3,15,20,2023,Oklahoma City Thunder
3407,72,2023-03-21,10:30p,Away,Los Angeles Clippers,101,100,36,36,W 2,W,39,93,10,37,0.27,13,14,0.929,12,47,19,2,4,11,21,2023,Oklahoma City Thunder
3408,73,2023-03-23,10:30p,Away,Los Angeles Clippers,105,127,36,37,L 1,L,41,93,13,39,0.333,10,11,0.909,13,40,24,6,3,14,20,2023,Oklahoma City Thunder
3409,74,2023-03-24,10:30p,Away,Los Angeles Lakers,111,116,36,38,L 2,L,40,92,14,36,0.389,17,19,0.895,12,45,21,6,5,10,19,2023,Oklahoma City Thunder
3410,75,2023-03-26,7:00p,Away,Portland Trail Blazers,118,112,37,38,W 1,W,41,94,12,35,0.343,24,28,0.857,13,42,23,13,2,11,19,2023,Oklahoma City Thunder
3411,76,2023-03-28,8:00p,Home,Charlotte Hornets,134,137,37,39,L 1,L,50,96,11,30,0.367,23,29,0.793,7,39,25,11,3,11,21,2023,Oklahoma City Thunder
3412,77,2023-03-29,8:00p,Home,Detroit Pistons,107,106,38,39,W 1,W,39,87,10,29,0.345,19,25,0.76,10,38,19,7,3,9,18,2023,Oklahoma City Thunder
3413,78,2023-03-31,7:00p,Away,Indiana Pacers,117,121,38,40,L 1,L,42,88,4,30,0.133,29,34,0.853,11,45,21,10,3,10,24,2023,Oklahoma City Thunder
3414,79,2023-04-02,7:00p,Home,Phoenix Suns,118,128,38,41,L 2,L,36,88,11,32,0.344,35,41,0.854,13,41,21,7,0,8,23,2023,Oklahoma City Thunder
3415,80,2023-04-04,10:00p,Away,Golden State Warriors,125,136,38,42,L 3,L,44,93,11,32,0.344,26,35,0.743,13,38,23,4,1,10,22,2023,Oklahoma City Thunder
3416,81,2023-04-06,9:00p,Away,Utah Jazz,114,98,39,42,W 1,W,39,97,15,45,0.333,21,26,0.808,17,50,29,12,2,12,17,2023,Oklahoma City Thunder
3417,82,2023-04-09,3:30p,Home,Memphis Grizzlies,115,100,40,42,W 2,W,45,90,12,36,0.333,13,16,0.813,8,49,30,5,2,14,17,2023,Oklahoma City Thunder
3418,1,2022-10-19,10:00p,Away,Phoenix Suns,105,107,0,1,L 1,L,35,75,14,35,0.4,21,34,0.618,5,40,17,6,4,12,22,2023,Dallas Mavericks
3419,2,2022-10-22,8:30p,Home,Memphis Grizzlies,137,96,1,1,W 1,W,45,90,17,39,0.436,30,36,0.833,15,52,23,7,7,15,24,2023,Dallas Mavericks
3420,3,2022-10-25,7:30p,Away,New Orleans Pelicans,111,113,1,2,L 1,L,41,82,12,39,0.308,17,24,0.708,11,37,18,8,5,11,16,2023,Dallas Mavericks
3421,4,2022-10-27,7:30p,Away,Brooklyn Nets,129,125,2,2,W 1,W,41,81,20,40,0.5,27,35,0.771,7,37,25,8,4,17,23,2023,Dallas Mavericks
3422,5,2022-10-29,9:00p,Home,Oklahoma City Thunder,111,117,2,3,L 1,L,38,95,8,40,0.2,27,34,0.794,12,49,17,8,5,16,30,2023,Dallas Mavericks
3423,6,2022-10-30,7:30p,Home,Orlando Magic,114,105,3,3,W 1,W,41,83,11,35,0.314,21,28,0.75,5,37,15,10,1,4,22,2023,Dallas Mavericks
3424,7,2022-11-02,8:30p,Home,Utah Jazz,103,100,4,3,W 2,W,42,84,11,38,0.289,8,15,0.533,7,37,20,9,4,11,14,2023,Dallas Mavericks
3425,8,2022-11-04,8:30p,Home,Toronto Raptors,111,110,5,3,W 3,W,39,77,12,34,0.353,21,25,0.84,6,31,23,12,3,18,21,2023,Dallas Mavericks
3426,9,2022-11-07,9:45p,Home,Brooklyn Nets,96,94,6,3,W 4,W,32,72,12,28,0.429,20,24,0.833,12,41,18,7,3,22,20,2023,Dallas Mavericks
3427,10,2022-11-09,5:30p,Away,Orlando Magic,87,94,6,4,L 1,L,32,85,11,42,0.262,12,19,0.632,4,29,17,14,4,4,19,2023,Dallas Mavericks
3428,11,2022-11-10,7:00p,Away,Washington Wizards,105,113,6,5,L 2,L,37,86,18,47,0.383,13,21,0.619,7,41,19,9,1,12,13,2023,Dallas Mavericks
3429,12,2022-11-12,8:30p,Home,Portland Trail Blazers,117,112,7,5,W 1,W,41,81,14,43,0.326,21,26,0.808,7,40,26,8,2,11,27,2023,Dallas Mavericks
3430,13,2022-11-15,8:30p,Home,Los Angeles Clippers,103,101,8,5,W 2,W,35,80,17,43,0.395,16,24,0.667,8,34,20,12,1,12,20,2023,Dallas Mavericks
3431,14,2022-11-16,8:30p,Home,Houston Rockets,92,101,8,6,L 1,L,31,102,12,55,0.218,18,19,0.947,13,38,21,9,2,6,19,2023,Dallas Mavericks
3432,15,2022-11-18,8:30p,Home,Denver Nuggets,127,99,9,6,W 1,W,46,77,13,32,0.406,22,28,0.786,6,44,29,5,3,10,19,2023,Dallas Mavericks
3433,16,2022-11-20,7:30p,Home,Denver Nuggets,97,98,9,7,L 1,L,35,78,15,42,0.357,12,21,0.571,6,36,24,5,3,12,18,2023,Dallas Mavericks
